Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
"Alkame Holdings, Inc. (OTCPK:ALKM)",OTCPK:ALKM,Beverage (Soft),United States,United States,United States
"Alkane, Inc. (OTCPK:ALKN)",OTCPK:ALKN,Chemical (Specialty),United States,United States,United States
All American Gold Corp. (OTCPK:AAGC),OTCPK:AAGC,Precious Metals,United States,United States,United States
"All American Pet Company, Inc. (OTCPK:AAPT)",OTCPK:AAPT,Food Processing,United States,United States,United States
All For One Media Corp. (OTCPK:AFOM),OTCPK:AFOM,Entertainment,United States,United States,United States
"All State Properties Holdings, Inc. (OTCPK:ATPT)",OTCPK:ATPT,Real Estate (Development),United States,United States,United States
"All-American Sportpark, Inc. (OTCPK:AASP)",OTCPK:AASP,Recreation,United States,United States,United States
Allakos Inc. (NasdaqGS:ALLK),NasdaqGS:ALLK,Drugs (Biotechnology),United States,United States,United States
"AllDigital Holdings, Inc (OTCPK:ADGL)",OTCPK:ADGL,Software (System & Application),United States,United States,United States
Alleghany Corporation (NYSE:Y),NYSE:Y,Reinsurance,United States,United States,United States
Allegheny and Western Railway Company (OTCPK:AWRY),OTCPK:AWRY,Transportation (Railroads),United States,United States,United States
Allegheny Technologies Incorporated (NYSE:ATI),NYSE:ATI,Steel,United States,United States,United States
"Allegiance Bancshares, Inc. (NasdaqGM:ABTX)",NasdaqGM:ABTX,Banks (Regional),United States,United States,United States
"Allegiant Professional Business Services, Inc. (OTCPK:APRO)",OTCPK:APRO,Business & Consumer Services,United States,United States,United States
Allegiant Travel Company (NasdaqGS:ALGT),NasdaqGS:ALGT,Air Transport,United States,United States,United States
Allegro Merger Corp. (NasdaqCM:ALGR),NasdaqCM:ALGR,Investments & Asset Management,United States,United States,United States
"Allena Pharmaceuticals, Inc. (NasdaqGS:ALNA)",NasdaqGS:ALNA,Drugs (Biotechnology),United States,United States,United States
"ALLETE, Inc. (NYSE:ALE)",NYSE:ALE,Power,United States,United States,United States
"Alliance Bioenergy Plus, Inc. (OTCPK:ALLM)",OTCPK:ALLM,Coal & Related Energy,United States,United States,United States
"Alliance Creative Group, Inc. (OTCPK:ACGX)",OTCPK:ACGX,Packaging & Container,United States,United States,United States
Alliance Data Systems Corporation (NYSE:ADS),NYSE:ADS,Information Services,United States,United States,United States
Alliance Media Holdings Inc. (OTCPK:ADTR),OTCPK:ADTR,Retail (Distributors),United States,United States,United States
Alliance Recovery Corporation (OTCPK:ARVY),OTCPK:ARVY,Machinery,United States,United States,United States
Alliant Energy Corporation (NasdaqGS:LNT),NasdaqGS:LNT,Power,United States,United States,United States
"Allied Energy, Inc. (OTCPK:AGGI)",OTCPK:AGGI,Oil/Gas (Production and Exploration),United States,United States,United States
Allied Esports Entertainment Inc. (NasdaqCM:AESE),NasdaqCM:AESE,Recreation,United States,United States,United States
Allied First Bancorp Inc. (OTCPK:AFBA),OTCPK:AFBA,Banks (Regional),United States,United States,United States
"Allied Healthcare Products, Inc. (NasdaqCM:AHPI)",NasdaqCM:AHPI,Healthcare Products,United States,United States,United States
Allied Minds plc (LSE:ALM),LSE:ALM,Investments & Asset Management,United States,United States,United States
Allied Motion Technologies Inc. (NasdaqGM:AMOT),NasdaqGM:AMOT,Electrical Equipment,United States,United States,United States
"Allied Security Innovations, Inc. (OTCPK:ADSV)",OTCPK:ADSV,Office Equipment & Services,United States,United States,United States
"Allison Transmission Holdings, Inc. (NYSE:ALSN)",NYSE:ALSN,Construction Supplies,United States,United States,United States
"Allogene Therapeutics, Inc. (NasdaqGS:ALLO)",NasdaqGS:ALLO,Drugs (Biotechnology),United States,United States,United States
"Allscripts Healthcare Solutions, Inc. (NasdaqGS:MDRX)",NasdaqGS:MDRX,Heathcare Information and Technology,United States,United States,United States
"Alltemp, Inc. (OTCPK:LTMP)",OTCPK:LTMP,Chemical (Specialty),United States,United States,United States
Ally Financial Inc. (NYSE:ALLY),NYSE:ALLY,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"Alnylam Pharmaceuticals, Inc. (NasdaqGS:ALNY)",NasdaqGS:ALNY,Drugs (Biotechnology),United States,United States,United States
Alpha and Omega Semiconductor Limited (NasdaqGS:AOSL),NasdaqGS:AOSL,Semiconductor,United States,United States,United States
"Alpha Energy, Inc. (OTCPK:APHE)",OTCPK:APHE,Oil/Gas (Production and Exploration),United States,United States,United States
"Alpha Technologies Group, Inc. (OTCPK:AHAG)",OTCPK:AHAG,Machinery,United States,United States,United States
alpha-En Corporation (OTCPK:ALPE),OTCPK:ALPE,Electrical Equipment,United States,United States,United States
Alphabet Inc. (NasdaqGS:GOOG.L),NasdaqGS:GOOG.L,Software (Entertainment),United States,United States,United States
"Alphatec Holdings, Inc. (NasdaqGS:ATEC)",NasdaqGS:ATEC,Healthcare Products,United States,United States,United States
Alpine 4 Technologies Ltd. (OTCPK:ALPP),OTCPK:ALPP,Electronics (General),United States,United States,United States
Alpine Banks of Colorado (OTCPK:ALPI.B),OTCPK:ALPI.B,Banks (Regional),United States,United States,United States
"Alpine Immune Sciences, Inc. (NasdaqGM:ALPN)",NasdaqGM:ALPN,Drugs (Biotechnology),United States,United States,United States
"Alpine Income Property Trust, Inc. (NYSE:PINE)",NYSE:PINE,R.E.I.T.,United States,United States,United States
ALR Technologies Inc. (OTCPK:ALRT),OTCPK:ALRT,Healthcare Products,United States,United States,United States
"Alseres Pharmaceuticals, Inc. (OTCPK:ALSE)",OTCPK:ALSE,Drugs (Biotechnology),United States,United States,United States
"Alta Mesa Resources, Inc. (OTCPK:AMRQ.Q)",OTCPK:AMRQ.Q,Oil/Gas (Production and Exploration),United States,United States,United States
Altair Engineering Inc. (NasdaqGS:ALTR),NasdaqGS:ALTR,Software (System & Application),United States,United States,United States
"Altavoz Entertainment, Inc. (OTCPK:AVOZ)",OTCPK:AVOZ,Entertainment,United States,United States,United States
"Alternative Energy Partners, Inc. (OTCPK:AEGY)",OTCPK:AEGY,Heathcare Information and Technology,United States,United States,United States
"Alternative Fuel Technologies, Inc. (OTCPK:AFTC)",OTCPK:AFTC,Auto Parts,United States,United States,United States
"Alternaturals, Inc. (OTCPK:ANAS)",OTCPK:ANAS,Drugs (Pharmaceutical),United States,United States,United States
"Alternet Systems, Inc. (OTCPK:ALYI)",OTCPK:ALYI,Information Services,United States,United States,United States
Alternus Energy Inc. (OTCPK:ALTN),OTCPK:ALTN,Green & Renewable Energy,United States,United States,United States
"Alteryx, Inc. (NYSE:AYX)",NYSE:AYX,Software (System & Application),United States,United States,United States
"Altex Industries, Inc. (OTCPK:ALTX)",OTCPK:ALTX,Oil/Gas (Production and Exploration),United States,United States,United States
"Altice USA, Inc. (NYSE:ATUS)",NYSE:ATUS,Cable TV,United States,United States,United States
"Altigen Communications, Inc. (OTCPK:ATGN)",OTCPK:ATGN,Telecom. Equipment,United States,United States,United States
"Altimmune, Inc. (NasdaqGM:ALT)",NasdaqGM:ALT,Drugs (Biotechnology),United States,United States,United States
Altisource Asset Management Corporation (AMEX:AAMC),AMEX:AAMC,Real Estate (Operations & Services),United States,United States,United States
"Altitude International, Inc. (OTCPK:ALTD)",OTCPK:ALTD,Recreation,United States,United States,United States
Altium Limited (ASX:ALU),ASX:ALU,Software (System & Application),United States,United States,United States
Altra Industrial Motion Corp. (NasdaqGS:AIMC),NasdaqGS:AIMC,Machinery,United States,United States,United States
"Altria Group, Inc. (NYSE:MO)",NYSE:MO,Tobacco,United States,United States,United States
Altus Midstream Company (NasdaqGM:ALTM),NasdaqGM:ALTM,Oil/Gas Distribution,United States,United States,United States
"Aluf Holdings, Inc. (OTCPK:AHIX)",OTCPK:AHIX,Semiconductor Equip,United States,United States,United States
AlumiFuel Power Corporation (OTCPK:AFPW),OTCPK:AFPW,Chemical (Specialty),United States,United States,United States
"Aly Energy Services, Inc. (OTCPK:ALYE)",OTCPK:ALYE,Oilfield Svcs/Equip.,United States,United States,United States
"AMAG Pharmaceuticals, Inc. (NasdaqGS:AMAG)",NasdaqGS:AMAG,Drugs (Biotechnology),United States,United States,United States
Amalgamated Bank (NasdaqGM:AMAL),NasdaqGM:AMAL,Banks (Regional),United States,United States,United States
"Amarantus BioScience Holdings, Inc. (OTCPK:AMBS)",OTCPK:AMBS,Drugs (Biotechnology),United States,United States,United States
"Amarillo Biosciences, Inc. (OTCPK:AMAR)",OTCPK:AMAR,Drugs (Biotechnology),United States,United States,United States
"Amazing Energy Oil and Gas, Co. (OTCPK:AMAZ)",OTCPK:AMAZ,Oil/Gas (Production and Exploration),United States,United States,United States
"Amazon.com, Inc. (NasdaqGS:AMZN)",NasdaqGS:AMZN,Retail (Online),United States,United States,United States
"Amazonas Florestal, Ltd (OTCPK:AZFL)",OTCPK:AZFL,Paper/Forest Products,United States,United States,United States
AMB Financial Corp. (OTCPK:AMFC),OTCPK:AMFC,Banks (Regional),United States,United States,United States
"Ambac Financial Group, Inc. (NasdaqGS:AMBC)",NasdaqGS:AMBC,Insurance (Prop/Cas.),United States,United States,United States
"Ambarella, Inc. (NasdaqGS:AMBA)",NasdaqGS:AMBA,Semiconductor,United States,United States,United States
AmBase Corporation (OTCPK:ABCP),OTCPK:ABCP,Real Estate (Operations & Services),United States,United States,United States
Ambient Water Corporation (OTCPK:AWGI),OTCPK:AWGI,Furn/Home Furnishings,United States,United States,United States
"AMC Entertainment Holdings, Inc. (NYSE:AMC)",NYSE:AMC,Entertainment,United States,United States,United States
AMC Networks Inc. (NasdaqGS:AMCX),NasdaqGS:AMCX,Broadcasting,United States,United States,United States
AMCI Acquisition Corp. (NasdaqCM:AMCI),NasdaqCM:AMCI,Investments & Asset Management,United States,United States,United States
AMCON Distributing Company (AMEX:DIT),AMEX:DIT,Retail (Distributors),United States,United States,United States
Amdocs Limited (NasdaqGS:DOX),NasdaqGS:DOX,Computer Services,United States,United States,United States
"Amedisys, Inc. (NasdaqGS:AMED)",NasdaqGS:AMED,Healthcare Support Services,United States,United States,United States
"AMEN Properties, Inc. (OTCPK:AMEN)",OTCPK:AMEN,Oil/Gas (Production and Exploration),United States,United States,United States
"AmeraMex International, Inc. (OTCPK:AMMX)",OTCPK:AMMX,Retail (Distributors),United States,United States,United States
Amerant Bancorp Inc. (NasdaqGS:AMTB),NasdaqGS:AMTB,Banks (Regional),United States,United States,United States
AMERCO (NasdaqGS:UHAL),NasdaqGS:UHAL,Trucking,United States,United States,United States
Ameren Corporation (NYSE:AEE),NYSE:AEE,Utility (General),United States,United States,United States
"Ameresco, Inc. (NYSE:AMRC)",NYSE:AMRC,Engineering/Construction,United States,United States,United States
"AMERI Holdings, Inc. (NasdaqCM:AMRH)",NasdaqCM:AMRH,Computer Services,United States,United States,United States
America Great Health (OTCPK:AAGH),OTCPK:AAGH,Real Estate (Operations & Services),United States,United States,United States
"America's Car-Mart, Inc. (NasdaqGS:CRMT)",NasdaqGS:CRMT,Retail (Automotive),United States,United States,United States
American Airlines Group Inc. (NasdaqGS:AAL),NasdaqGS:AAL,Air Transport,United States,United States,United States
"American Assets Trust, Inc. (NYSE:AAT)",NYSE:AAT,R.E.I.T.,United States,United States,United States
"American Axle & Manufacturing Holdings, Inc. (NYSE:AXL)",NYSE:AXL,Auto Parts,United States,United States,United States
American Bank Incorporated (OTCPK:AMBK),OTCPK:AMBK,Banks (Regional),United States,United States,United States
"American Basketball Association, Inc. (OTCPK:ABKB)",OTCPK:ABKB,Entertainment,United States,United States,United States
American Battery Metals Corporation (OTCPK:ABML),OTCPK:ABML,Metals & Mining,United States,United States,United States
American Biltrite Inc. (OTCPK:ABLT),OTCPK:ABLT,Chemical (Specialty),United States,United States,United States
American Bio Medica Corporation (OTCPK:ABMC),OTCPK:ABMC,Healthcare Products,United States,United States,United States
American BriVision (Holding) Corporation (OTCPK:ABVC),OTCPK:ABVC,Drugs (Biotechnology),United States,United States,United States
American Business Bank (OTCPK:AMBZ),OTCPK:AMBZ,Banks (Regional),United States,United States,United States
"American Campus Communities, Inc. (NYSE:ACC)",NYSE:ACC,R.E.I.T.,United States,United States,United States
"American Cannabis Company, Inc. (OTCPK:AMMJ)",OTCPK:AMMJ,Business & Consumer Services,United States,United States,United States
"American Caresource Holdings, Inc. (OTCPK:GNOW)",OTCPK:GNOW,Healthcare Support Services,United States,United States,United States
American Church Mortgage Company (OTCPK:ACMC),OTCPK:ACMC,R.E.I.T.,United States,United States,United States
"American Commerce Solutions, Inc. (OTCPK:AACS)",OTCPK:AACS,Trucking,United States,United States,United States
American Community Newspapers Inc. (OTCPK:ACNI),OTCPK:ACNI,Publishing & Newspapers,United States,United States,United States
American CryoStem Corporation (OTCPK:CRYO),OTCPK:CRYO,Drugs (Biotechnology),United States,United States,United States
"American Defense Systems, Inc. (OTCPK:ADFS)",OTCPK:ADFS,Aerospace/Defense,United States,United States,United States
"American Eagle Outfitters, Inc. (NYSE:AEO)",NYSE:AEO,Retail (Special Lines),United States,United States,United States
"American Education Center, Inc. (OTCPK:AMCT)",OTCPK:AMCT,Education,United States,United States,United States
"American Electric Power Company, Inc. (NYSE:AEP)",NYSE:AEP,Power,United States,United States,United States
"American Energy Partners, Inc. (OTCPK:AEPT)",OTCPK:AEPT,Utility (Water),United States,United States,United States
"American Environmental Energy, Inc. (OTCPK:AEEI)",OTCPK:AEEI,Power,United States,United States,United States
American Equity Investment Life Holding Company (NYSE:AEL),NYSE:AEL,Insurance (Life),United States,United States,United States
American Express Company (NYSE:AXP),NYSE:AXP,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"American Fiber Green Products, Inc. (OTCPK:AFBG)",OTCPK:AFBG,Chemical (Basic),United States,United States,United States
"American Films, Inc. (OTCPK:AMFL)",OTCPK:AMFL,Drugs (Biotechnology),United States,United States,United States
"American Finance Trust, Inc. (NasdaqGS:AFIN)",NasdaqGS:AFIN,R.E.I.T.,United States,United States,United States
"American Financial Group, Inc. (NYSE:AFG)",NYSE:AFG,Insurance (General),United States,United States,United States
"American Graphite Technologies, Inc. (OTCPK:AGIN)",OTCPK:AGIN,Metals & Mining,United States,United States,United States
"American Green Group, Inc. (OTCPK:AMNE)",OTCPK:AMNE,Retail (Distributors),United States,United States,United States
"American Green, Inc. (OTCPK:ERBB)",OTCPK:ERBB,Drugs (Pharmaceutical),United States,United States,United States
American Hemp Ventures Inc. (OTCPK:AMHV),OTCPK:AMHV,Drugs (Biotechnology),United States,United States,United States
American Homes 4 Rent (NYSE:AMH),NYSE:AMH,R.E.I.T.,United States,United States,United States
"American International Group, Inc. (NYSE:AIG)",NYSE:AIG,Insurance (General),United States,United States,United States
American International Holdings Corp. (OTCPK:AMIH),OTCPK:AMIH,Business & Consumer Services,United States,United States,United States
"American International Industries, Inc. (OTCPK:AMIN)",OTCPK:AMIN,Diversified,United States,United States,United States
"American International Ventures, Inc. (OTCPK:AIVN)",OTCPK:AIVN,Precious Metals,United States,United States,United States
"American Leisure Holdings, Inc. (OTCPK:AMLH)",OTCPK:AMLH,Entertainment,United States,United States,United States
"American Lithium Minerals, Inc. (OTCPK:AMLM)",OTCPK:AMLM,Metals & Mining,United States,United States,United States
American Medical Technologies Inc. (OTCPK:ADLI),OTCPK:ADLI,Healthcare Products,United States,United States,United States
"American Metal & Technology, Inc. (OTCPK:AMGY)",OTCPK:AMGY,Machinery,United States,United States,United States
American Metals Recovery and Recycling Inc. (OTCPK:AMRR),OTCPK:AMRR,Environmental & Waste Services,United States,United States,United States
American National Bankshares Inc. (NasdaqGS:AMNB),NasdaqGS:AMNB,Banks (Regional),United States,United States,United States
American National Insurance Company (NasdaqGS:ANAT),NasdaqGS:ANAT,Insurance (General),United States,United States,United States
"American Nortel Communications, Inc. (OTCPK:ARTM)",OTCPK:ARTM,Telecom. Services,United States,United States,United States
American Outdoor Brands Corporation (NasdaqGS:AOBC),NasdaqGS:AOBC,Recreation,United States,United States,United States
American Power Group Corporation (OTCPK:APGI),OTCPK:APGI,Environmental & Waste Services,United States,United States,United States
"American Public Education, Inc. (NasdaqGS:APEI)",NasdaqGS:APEI,Education,United States,United States,United States
"American Racing Capital, Inc. (OTCPK:AMRA)",OTCPK:AMRA,Recreation,United States,United States,United States
